,playerId,squadId,firstName,lastName,displayName,position,price,gameWeekPoints,averagePoints,last3Average,bonusPoints,totalPoints,percentSelected,form,goals,assists,minutesPlayed,shotsOnTarget,chancesCreated,tackles,cleanSheet,saves,goalsConceded,yellowCards,redCards,ownGoals,penaltyMisses,penaltySaves,bonusPpm,dribbles,crosses,offsides,passCompletionRate,interceptions,blocks,foulsWon,foulsMade,goalsOutsideArea,errorsLeadingToGoal,averagePoints_per_price,totalPoints_per_price
288,659625,1748,Jan,Eicher,J. Eicher,GK,3.5,,0.0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
289,660131,595,Vincent,Nvendo,V. Nvendo,FWD,5.0,,0.8,0,0,3,0,,0,0,125,1,0,0,0,,0,1,0,0,0,0,5,1,0,0,62,0,0,0,2,0,0,0.16,0.6
290,660398,1414,Pierrick,Moulin,P. Moulin,MID,4.0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
291,661006,1748,Ethan,Meichtry,E. Meichtry,MID,6.0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
292,661241,1269,Bung Meng,Freimann,B. Freimann,DEF,4.5,,2.4,0,4,47,0,,1,1,1409,2,0,39,3,,25,1,1,0,0,0,364,6,0,2,78,25,15,12,16,0,0,0.5333333333333333,10.444444444444445
293,662062,490,Souleymane,NDiaye,S. NDiaye,MID,5.0,,2.3,0,0,9,0,,1,0,109,1,0,3,0,,0,0,0,0,0,0,46,0,2,0,57,6,2,0,2,0,0,0.45999999999999996,1.8
294,662930,595,Mohamed,Bangoura,M. Bangoura,MID,4.5,,1.0,0,0,4,0,,0,0,83,0,0,5,0,,0,0,0,0,0,0,20,0,0,0,86,1,0,1,2,0,0,0.2222222222222222,0.8888888888888888
295,666657,595,Daniel,Denoon,D. Denoon,DEF,4.5,,1.2,0,2,16,0,,0,0,683,1,1,12,2,,16,4,1,0,0,0,130,5,0,1,87,6,1,18,17,0,0,0.26666666666666666,3.5555555555555554
296,668613,1269,Lionel,Huwiler,L. Huwiler,GK,4.0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
297,668672,1414,Mohcine,Bouriga,M. Bouriga,FWD,5.5,,1.4,0,3,31,0,,1,0,585,4,2,4,0,,0,2,0,0,0,0,92,10,1,9,63,1,0,11,14,0,0,0.2545454545454545,5.636363636363637
